-49.7187,-49.7139,-49.7154,-49.7157,-49.7184,-49.7179,-49.7171,-49.7182,-49.7172,-49.7175,-49.7195,-49.7154,-49.7172,-49.7141,-49.7152,-49.7147,-49.7191,-49.7175,-49.7156,-49.7158
-49.579,-49.578,-49.576,-49.582,-49.581,-49.5745,-49.5818,-49.5814,-49.5783,-49.5833,-49.5811,-49.5776,-49.5757,-49.5814,-49.5779,-49.5754,-49.5826,-49.583,-49.5756,-49.5823
-49.4885,-49.4881,-49.4886,-49.4866,-49.4843,-49.4837,-49.4901,-49.4912,-49.4905,-49.4808,-49.4899,-49.4842,-49.4859,-49.4908,-49.4852,-49.4937,-49.486,-49.4896,-49.4839,-49.488
-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.70168,2.87119,7.47641,5.83248,2.70208,3.86007,0,6.02634,8.58521,24.4146,5.7255,7.52358,2.02742,6.07228,7.514,2.67522,0,6.65436,4.62069,3.25084
16.5583,18.4069,19.7593,25.8788,30.0801,18.2195,14.2041,20.9248,4.62878,20.5544,20.9449,10.2822,27.4449,5.39838,17.6854,21.1567,6.64916,20.2212,49.8929,4.21239
1,0,0,3.10422,9.48058,15.7388,13.3875,15.6465,0,0,9.02835,13.4537,0,0,47.2286,0,6.86383,0,8.54457,0
36.5518,0,0,0,6.91522,0,0,4.1117,0,0,1.86471,0,0,6.61238,0,0,0,0,0,4.22946
1,14.3977,0,8.38988,0,16.0163,0,0,21.4716,0,0,9.37701,9.12171,47.2286,0,5.75372,4.0136,2.81989,11.7546,0
17.8558,9.93774,25.629,12.0833,15.9548,8.26272,23.8569,9.84854,9.92055,18.0376,31.9448,20.8129,6.84437,49.8907,19.4139,8.8346,18.9818,16.4004,15.4999,15.271
32.2213,0,0,3.76676,3.63956,0,3.76676,10.8553,5.4884,0,0,0,0,5.2065,0,0,0,0,0,0
1.90618,0,0.38023,0,0,0,0.24248,0.347174,7.11771,0.535974,0,0.507174,0.635844,0,0,0.542259,0,0.243646,0.243901,0
8.16773,1.49751,1.20434,0.931475,0,0.797608,0.437374,1.99872,0.670576,1.95845,1.90042,0,0,0,0.27128,0,0,0.522878,0.761761,0.899585
1.06685,1.85691,2.68417,1.90982,4.93841,1.73617,3.47588,0.411341,1.09768,9.76749,2.6709,3.43766,0.27763,2.76591,0,1.94558,1.15628,1.29193,0,0
-1.752,-1.8,-1.29539,-0.4072,-0.804,-0.52872,-1,-0.602626,-1,-1,-1,-0.433316,0.422762,-1,-1,-1,-1,-1,-0.598648,-1
-7.84258,-7.9995,-7.92466,-7.73241,-8.30734,-8.15635,-8.6099,-8.15635,-8.02879,-7.89537,-7.92466,-8.13292,-8.15635,-8.15635,-8.02879,-7.46185,-8.15635,-8.28391,-7.46185,-7.46185
-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999,-49.9999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
